,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,ZipCode,Latitude,Longitude,Address,City,State,energy_grad,full_address
645,19624,2015,NonResidential,Restaurant,ANTHONY'S HOMEPORT,6,BALLARD,1977,1.0,3.0,22719,0,22719,"PARKING, RESTAURANT",Restaurant,22719.0,,80.8,79.0,253.6,248.1,1834570.0,1794849.0,0.0,537682.0,1834646.0,0.0,0.0,12.79,0.22,No,Compliant,18386.0,47.67398,-122.40770067,6135 SEAVIEW AVE NW,SEATTLE,WA,NC,"6135 SEAVIEW AVE NW,SEATTLE,WA"
2259,19624,2016,NonResidential,Restaurant,Anthony's Homeport,6,BALLARD,1977,1.0,3.0,22719,0,22719,"PARKING, RESTAURANT",Restaurant,22719.0,,59.79999924,59.79999924,187.8,187.8,1358519.0,1358519.0,0.0,398159.0938,1358519.0,0.0,0.0,9.47,0.42,False,Compliant,98107.0,47.67398,-122.40765,6135 Seaview Ave NW,Seattle,WA,NC,"6135 Seaview Ave NW,Seattle,WA"
646,19654,2015,NonResidential,Office,1100 OLIVE BUILDING TARGETED GENETICS,7,DOWNTOWN,1946,1.0,2.0,44588,22000,22588,MEDICAL OFFICE,Medical Office,66588.0,1.0,215.2,222.4,485.6,482.7,14329739.0,14810194.0,0.0,2424733.0,8273532.0,60566.0,6056552.0,379.34,7.71,No,Compliant,18081.0,47.615970000000004,-122.33090167,1100 OLIVE WAY,SEATTLE,WA,D,"1100 OLIVE WAY,SEATTLE,WA"
2260,19654,2016,NonResidential,Health,1100 Olive Lab,7,DOWNTOWN,1946,1.0,2.0,44588,22000,22588,LABORATORY,Laboratory,69000.0,,105.09999850000001,105.09999850000001,330.0,330.0,7251589.0,7251589.0,0.0,2125318.75,7251588.0,0.0,0.0,50.55,1.13,False,Compliant,98101.0,47.615970000000004,-122.33086000000002,1100 Olive Way,Seattle,WA,NC,"1100 Olive Way,Seattle,WA"
647,19658,2015,NonResidential,Office,DENNY CENTER,7,DOWNTOWN,1937,1.0,2.0,28568,0,28568,OFFICE,Office,28568.0,86.0,29.4,29.0,81.3,79.8,841242.0,827582.0,0.0,201799.0,688567.0,1527.0,152704.0,12.91,0.35,No,Compliant,18081.0,47.61832601,-122.33341322,1100 VIRGINIA ST,SEATTLE,WA,A+,"1100 VIRGINIA ST,SEATTLE,WA"
2261,19694,2016,SPS-District K-12,Education,Mann Building (Nova High),3,CENTRAL,1925,1.0,2.0,37327,0,37327,K-12 SCHOOL,K-12 School,48887.0,92.0,40.20000076,44.59999847,73.2,77.8,1967476.375,2179860.5,0.0,212356.4063,724560.0,12429.16309,1242916.0,71.06,1.9,True,Error - Correct Default Data,98122.0,47.60842,-122.30093000000001,2410 E. Cherry,Seattle,WA,A+,"2410 E. Cherry,Seattle,WA"
648,19696,2015,NonResidential,Store,GOODWILL LANE ST,3,DOWNTOWN,1917,1.0,2.0,147545,0,147545,RETAIL STORE,Retail Store,147545.0,59.0,48.8,55.6,111.2,118.4,7196194.0,8210370.0,0.0,1240171.0,4231639.0,29647.0,2964732.0,186.96,1.14,Yes,Compliant,17919.0,47.596920000000004,-122.31395492,1400 S LANE ST,SEATTLE,WA,B,"1400 S LANE ST,SEATTLE,WA"
2262,19696,2016,NonResidential,Store,Lane St. Goodwill,3,DOWNTOWN,1917,1.0,2.0,147545,0,147545,RETAIL STORE,Retail Store,147545.0,69.0,46.0,49.70000076,106.9,110.8,6787070.0,7339108.0,0.0,1211462.625,4133510.0,26535.5918,2653559.0,169.75,1.15,False,Compliant,98144.0,47.596920000000004,-122.31543,1400 South Lane St,Seattle,WA,A,"1400 South Lane St,Seattle,WA"
649,19697,2015,Nonresidential COS,Other,NORTH SKAGIT SUBSTATION,4,NORTH,1923,1.0,2.0,21462,0,21462,"OFFICE, OTHER",Other,25778.0,,42.7,49.7,134.2,156.1,1109924.0,1291497.0,0.0,325300.0,1109970.0,0.0,0.0,7.74,0.14,No,Compliant,18792.0,47.68339,-122.31903789,7500 8TH AVE NE,SEATTLE,WA,NC,"7500 8TH AVE NE,SEATTLE,WA"
2263,19697,2016,Nonresidential COS,Other,North Substation,4,NORTH,1923,1.0,2.0,21462,0,21462,"OFFICE, OTHER",Other,25778.0,,42.90000153,46.5,134.7,146.0,1114384.625,1207838.75,0.0,326607.4063,1114384.0,0.0,0.0,7.77,0.36,False,Compliant,98115.0,47.68339,-122.31947,814 NE 75th ST,Seattle,WA,NC,"814 NE 75th ST,Seattle,WA"
650,19728,2015,SPS-District K-12,Education,BAGLEY ELEMENTARY (SPS-DISTRICT),6,NORTHWEST,1930,1.0,2.0,47602,0,47602,K-12 SCHOOL,K-12 School,47089.0,85.0,42.1,54.6,77.0,94.3,2004995.0,2601431.0,0.0,218961.0,747126.0,12579.0,1257900.0,72.02,1.45,Yes,Compliant,18377.0,47.68636,-122.34216282,7901 STONE AVE N,SEATTLE,WA,A+,"7901 STONE AVE N,SEATTLE,WA"
2264,19728,2016,SPS-District K-12,Education,Daniel Bagley Elementary,6,NORTHWEST,1930,1.0,2.0,47602,0,47602,K-12 SCHOOL,K-12 School,46066.0,78.0,48.79999924,56.20000076,86.6,96.3,2249592.5,2589620.0,0.0,227970.7969,777836.0,14717.55859,1471756.0,83.59,1.76,True,Error - Correct Default Data,98103.0,47.68636,-122.3423,7821 Stone Ave. N.,Seattle,WA,A,"7821 Stone Ave. N.,Seattle,WA"
651,19730,2015,NonResidential,Other,PHINNEY NEIGHBORHOOD CTR BRICK BLDG,6,NORTHWEST,1917,1.0,2.0,28072,0,28072,SOCIAL/MEETING HALL,Social/Meeting Hall,23835.0,,49.6,56.9,67.2,74.8,1183408.0,1357179.0,0.0,50197.0,171279.0,10121.0,1012136.0,54.95,1.93,No,Compliant,18377.0,47.67713,-122.3527645,6532 PHINNEY AVE N,SEATTLE,WA,NC,"6532 PHINNEY AVE N,SEATTLE,WA"
2265,19730,2016,NonResidential,Other,Brick Building,6,NORTHWEST,1917,1.0,2.0,28072,0,28072,SOCIAL/MEETING HALL,Social/Meeting Hall,23835.0,,57.20000076,66.59999847,76.9,87.3,1362523.0,1587238.0,0.0,56399.80078,192436.0,11700.86914,1170087.0,63.48,2.26,False,Compliant,98013.0,47.67713,-122.35398,6615 Dayton Ave North,Seattle,WA,NC,"6615 Dayton Ave North,Seattle,WA"
652,19742,2015,NonResidential,Restaurant,EL GAUCHO RESTAURANT,7,DOWNTOWN,1955,1.0,2.0,31020,0,31020,RESTAURANT,Restaurant,31020.0,,185.9,207.2,276.2,298.6,5767765.0,6427441.0,0.0,352301.0,1202102.0,45657.0,4565713.0,250.87,7.92,No,Compliant,19576.0,47.61468,-122.34930256,2505 1ST AVE,SEATTLE,WA,NC,"2505 1ST AVE,SEATTLE,WA"
2266,19742,2016,NonResidential,Restaurant,El Gaucho Restaurant,7,DOWNTOWN,1955,1.0,2.0,31020,0,31020,RESTAURANT,Restaurant,31020.0,,160.1999969,168.6999969,250.5,259.4,4970047.0,5231756.5,0.0,358030.9063,1221601.0,37484.44922,3748445.0,207.6,6.69,False,Compliant,98121.0,47.61468,-122.34925,2505 1st Ave,Seattle,WA,NC,"2505 1st Ave,Seattle,WA"
653,19743,2015,NonResidential,Office,THE MILLIONAIR CLUB,7,DOWNTOWN,1917,1.0,2.0,21600,0,21600,"OFFICE, OTHER - LODGING/RESIDENTIAL",Office,14400.0,,90.0,95.2,225.6,231.1,1943772.0,2056223.0,0.0,397280.0,1355575.0,5883.0,588253.0,40.69,1.61,No,Compliant,19576.0,47.614020000000004,-122.35022736,2507 WESTERN AVE,SEATTLE,WA,NC,"2507 WESTERN AVE,SEATTLE,WA"
2267,19743,2016,NonResidential,Office,THE MILLIONAIR CLUB,7,DOWNTOWN,1917,1.0,2.0,21600,0,21600,"OFFICE, OTHER - LODGING/RESIDENTIAL",Office,14400.0,,75.80000305,75.80000305,199.7,199.7,1636649.125,1636649.125,0.0,364005.0,1241985.0,3946.640625,394664.0,29.62,1.37,False,Compliant,98121.0,47.614020000000004,-122.35016,2507 WESTERN AVE,Seattle,WA,NC,"2507 WESTERN AVE,Seattle,WA"
654,19746,2015,NonResidential,Other,ARTTECH & FINE ART FRAMING,7,DOWNTOWN,1946,1.0,1.0,23000,0,23000,"OFFICE, OTHER",Other,23000.0,,27.4,35.7,53.1,63.0,630040.0,821139.0,0.0,78370.0,267409.0,3626.0,362642.0,21.12,0.87,No,Compliant,19576.0,47.6153,-122.3499573,2609 1ST AVE,SEATTLE,WA,NC,"2609 1ST AVE,SEATTLE,WA"
2049,19746,2016,NonResidential,Other,ARTECH,7,DOWNTOWN,1946,1.0,1.0,23000,0,23000,"OFFICE, OTHER",Other,20310.0,,30.89999962,36.79999924,56.1,63.2,711118.375,845892.1875,0.0,76388.79688,260639.0,4504.796875,450480.0,25.74,1.12,False,Compliant,98121.0,47.6153,-122.35014,2609 1st Avenue,Seattle,WA,NC,"2609 1st Avenue,Seattle,WA"
655,19747,2015,NonResidential,Office,FIRST & CEDAR BUILDING,7,DOWNTOWN,1974,1.0,5.0,61825,13320,48505,"BANK BRANCH, OFFICE",Office,37993.0,51.0,114.0,131.9,224.5,239.9,4735249.0,5480194.0,0.0,610501.0,2083115.0,26522.0,2652221.0,155.38,2.37,No,Compliant,19576.0,47.6158,-122.35109861,2701 1ST AVE,SEATTLE,WA,B,"2701 1ST AVE,SEATTLE,WA"
2268,19747,2016,NonResidential,Office,First and Cedar Building,7,DOWNTOWN,1974,1.0,5.0,61825,13320,48505,"BANK BRANCH, OFFICE",Office,37993.0,59.0,104.0999985,112.5,205.7,212.9,4322873.0,4673727.5,0.0,561459.1875,1915699.0,24071.73828,2407174.0,141.2,2.28,False,Compliant,98121.0,47.6158,-122.35126000000001,2701 1st Ave,Seattle,WA,B,"2701 1st Ave,Seattle,WA"
656,19750,2015,NonResidential,Office,SEATTLE LABOR TEMPLE (North & South Bldg),7,DOWNTOWN,1942,1.0,3.0,64630,0,64630,OFFICE,Office,64630.0,91.0,38.0,42.7,84.9,88.1,2456132.0,2757933.0,0.0,407500.0,1390446.0,10657.0,1065744.0,66.29,0.93,No,Compliant,19576.0,47.61683,-122.35146168,2800 1ST AVE,SEATTLE,WA,A+,"2800 1ST AVE,SEATTLE,WA"
2269,19750,2016,NonResidential,Office,Seattle Labor Temple Association,7,DOWNTOWN,1942,1.0,3.0,64630,0,64630,OFFICE,Office,64630.0,96.0,21.79999924,21.79999924,68.4,68.4,1408291.375,1408291.375,0.0,412746.5,1408291.0,0.0,0.0,9.82,0.15,False,Compliant,98121.0,47.61683,-122.35176000000001,2800 1st Avenue  Room 140,Seattle,WA,A+,"2800 1st Avenue  Room 140,Seattle,WA"
657,19752,2015,NonResidential,Other,CITY CHURCH,7,DOWNTOWN,1948,1.0,2.0,20920,0,20920,WORSHIP FACILITY,Worship Facility,20920.0,11.0,54.3,68.2,88.1,102.6,1136676.0,1426364.0,0.0,90967.0,310391.0,8263.0,826298.0,46.05,2.14,No,Compliant,19576.0,47.61636,-122.35076685,2700 1ST AVE,SEATTLE,WA,D,"2700 1ST AVE,SEATTLE,WA"
2270,19752,2016,NonResidential,Other,Belltown,7,DOWNTOWN,1948,1.0,2.0,20920,0,20920,WORSHIP FACILITY,Worship Facility,20920.0,15.0,49.79999924,57.79999924,80.8,89.1,1042108.5,1208581.375,0.0,83542.39844,285047.0,7570.620117,757062.0,42.19,2.02,False,Compliant,98121.0,47.61636,-122.35094,2700 1st Ave,Seattle,WA,D,"2700 1st Ave,Seattle,WA"
658,19755,2015,NonResidential,Office,"2607 Building, LLC",7,DOWNTOWN,1925,1.0,3.0,20565,0,20565,OFFICE,Office,20565.0,62.0,40.9,42.3,128.5,132.9,841841.0,870344.0,0.0,246730.0,841876.0,0.0,0.0,5.87,0.11,Yes,Compliant,19576.0,47.61588,-122.34957618,2607 2ND AVE,SEATTLE,WA,A,"2607 2ND AVE,SEATTLE,WA"
2115,19755,2016,NonResidential,Office,"2607 Building, LLC",7,DOWNTOWN,1925,1.0,3.0,20565,0,20565,OFFICE,Office,20565.0,65.0,39.0,40.40000153,122.5,126.7,802312.5,830100.0,0.0,235144.2969,802312.0,0.0,0.0,5.59,0.27,False,Compliant,98121.0,47.61588,-122.34965,2607 2nd Avenue,Seattle,WA,A,"2607 2nd Avenue,Seattle,WA"
659,19766,2015,NonResidential,Other,ALKI CONGREGATIONAL CHURCH U.C.C.,1,SOUTHWEST,1926,1.0,2.0,22128,0,22128,WORSHIP FACILITY,Worship Facility,22128.0,97.0,24.1,31.9,38.0,47.3,534039.0,706618.0,0.0,39266.0,133979.0,4001.0,400065.0,22.18,0.98,No,Compliant,18795.0,47.573840000000004,-122.41166161,3400 62ND AVE SW,SEATTLE,WA,A+,"3400 62ND AVE SW,SEATTLE,WA"
2271,19766,2016,NonResidential,Other,(ID19766) ALKI CONGREGATIONAL CHURCH,1,SOUTHWEST,1926,1.0,2.0,22128,0,22128,WORSHIP FACILITY,Worship Facility,22128.0,94.0,27.5,32.90000153,43.3,49.8,608359.6875,727772.8125,0.0,44931.30078,153306.0,4550.540039,455054.0,25.24,1.14,False,Compliant,98116.0,47.573840000000004,-122.41181999999999,3400 62ND AVE SW,Seattle,WA,A+,"3400 62ND AVE SW,Seattle,WA"
660,19774,2015,NonResidential,Store,OFFICE DEPOT & CARPET LIQUIDATOR,5,NORTHWEST,1968,1.0,1.0,48139,0,48139,RETAIL STORE,Retail Store,40000.0,98.0,19.2,20.9,44.8,47.5,767213.0,837728.0,0.0,138187.0,471514.0,2957.0,295719.0,18.99,0.35,No,Compliant,19582.0,47.72736,-122.34540651,13501 AURORA AVE N,SEATTLE,WA,A+,"13501 AURORA AVE N,SEATTLE,WA"
2272,19774,2016,NonResidential,Store,Office Depot,5,NORTHWEST,1968,1.0,1.0,48139,0,48139,RETAIL STORE,Retail Store,40000.0,98.0,21.5,24.0,47.0,51.1,859236.625,959683.125,0.0,137280.9063,468402.0,3908.3398439999996,390834.0,24.02,0.5,False,Compliant,98133.0,47.72736,-122.34579,13501 Aurora Ave. N.,Seattle,WA,A+,"13501 Aurora Ave. N.,Seattle,WA"
661,19776,2015,NonResidential,Other,WELCOME HOME SOCIETY,5,NORTHWEST,2002,1.0,1.0,29924,0,29924,OTHER - EDUCATION,Other - Education,29924.0,,39.2,40.0,112.1,112.9,1173650.0,1196909.0,0.0,297499.0,1015109.0,1586.0,158583.0,15.5,0.37,No,Compliant,19582.0,47.72777,-122.34627787,13537 AURORA AVE N,SEATTLE,WA,NC,"13537 AURORA AVE N,SEATTLE,WA"
2273,19776,2016,NonResidential,Other,Welcome Home Society - PriceCo,5,NORTHWEST,2002,1.0,1.0,29924,0,29924,OTHER - EDUCATION,Other - Education,29924.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,98133.0,47.72777,-122.34503000000001,13537 Aurora Ave N,Seattle,WA,NC,"13537 Aurora Ave N,Seattle,WA"
662,19780,2015,NonResidential,Other,AURORA CHRYSLER PLYMOUTH,5,NORTHWEST,1968,1.0,1.0,21633,0,21633,OTHER,Other,10400.0,,605.1,642.0,1080.2,1118.9,6293359.0,6676801.0,0.0,648669.0,2213351.0,40801.0,4080100.0,232.12,10.29,No,Compliant,19582.0,47.72969445,-122.34543246,13733 AURORA AVE N,SEATTLE,WA,NC,"13733 AURORA AVE N,SEATTLE,WA"
663,19787,2015,NonResidential,Other,LUTHERAN CHURCH/TILDEN SCHOOL,1,SOUTHWEST,1949,1.0,2.0,21364,0,21364,"K-12 SCHOOL, WORSHIP FACILITY",Worship Facility,15364.0,84.0,44.4,57.3,65.1,80.7,947884.0,1224852.0,0.0,55514.0,189420.0,7585.0,758472.0,41.6,1.91,No,Compliant,18795.0,47.56633,-122.38738808,4101 CALIFORNIA AVE SW,SEATTLE,WA,A+,"4101 CALIFORNIA AVE SW,SEATTLE,WA"
2274,19787,2016,NonResidential,Other,First Lutheran Church of West Seattle,1,SOUTHWEST,1949,1.0,2.0,21364,0,21364,"K-12 SCHOOL, WORSHIP FACILITY",Worship Facility,15364.0,86.0,45.20000076,52.0,63.3,71.4,965651.125,1110209.25,0.0,47544.0,162220.0,8034.310547,803431.0,43.8,2.05,False,Compliant,98116.0,47.56633,-122.38725,4105 California Ave SW,Seattle,WA,A+,"4105 California Ave SW,Seattle,WA"
664,19833,2015,NonResidential,Education,Cornish (Virginia-Terry),7,DOWNTOWN,1992,1.0,2.0,28923,0,28923,COLLEGE/UNIVERSITY,College/University,28800.0,,15.8,21.1,30.5,37.4,456397.0,606377.0,0.0,55974.0,190991.0,2654.0,265414.0,15.43,0.5,No,Compliant,19576.0,47.61741,-122.33497649,2000 TERRY AVE,SEATTLE,WA,NC,"2000 TERRY AVE,SEATTLE,WA"
2275,19833,2016,NonResidential,Education,Centennial Building,7,DOWNTOWN,1992,1.0,2.0,28923,0,28923,COLLEGE/UNIVERSITY,College/University,28800.0,,15.30000019,17.70000076,28.7,31.8,439311.9063,508430.5938,0.0,51221.5,174768.0,2645.440186,264544.0,15.27,0.53,False,Compliant,98121.0,47.61741,-122.33491000000001,2000 Terry Avenue,Seattle,WA,NC,"2000 Terry Avenue,Seattle,WA"
665,19836,2015,NonResidential,Education,Cornish (Notions),7,DOWNTOWN,1928,1.0,3.0,21600,0,21600,COLLEGE/UNIVERSITY,College/University,21600.0,,14.6,17.4,37.5,43.0,315468.0,376418.0,0.0,67108.0,228983.0,865.0,86495.0,6.19,0.24,No,Compliant,19576.0,47.61789,-122.33573914,1001 LENORA ST,SEATTLE,WA,NC,"1001 LENORA ST,SEATTLE,WA"
2276,19836,2016,NonResidential,Education,Notion,7,DOWNTOWN,1928,1.0,3.0,21600,0,21600,COLLEGE/UNIVERSITY,College/University,21600.0,,15.0,16.60000038,38.5,41.8,323739.4063,359207.1875,0.0,69034.70313,235546.0,881.9299927000001,88193.0,6.33,0.29,False,Compliant,98121.0,47.61789,-122.33573,1001 Lenora St.,Seattle,WA,NC,"1001 Lenora St.,Seattle,WA"
666,19845,2015,NonResidential,Store,OFFICE DEPOT,4,NORTHEAST,1996,1.0,1.0,25735,0,25735,"PARKING, RETAIL STORE",,,89.0,47.8,47.8,134.8,134.8,1231145.0,1231145.0,0.0,305337.0,1041854.0,1893.0,189334.0,17.32,0.5,No,Compliant,18383.0,47.6646,-122.29972076,4900 25TH AVE NE,SEATTLE,WA,A+,"4900 25TH AVE NE,SEATTLE,WA"
2277,19845,2016,NonResidential,Store,000956-Seattle,4,NORTHEAST,1996,1.0,1.0,25735,0,25735,RETAIL STORE,Retail Store,25691.0,82.0,45.5,48.5,125.4,128.5,1169394.875,1245673.0,0.0,279512.0,953695.0,2157.0,215700.0,18.1,0.7,False,Compliant,98105.0,47.6646,-122.29932,4900 25th Ave Ne,Seattle,WA,A+,"4900 25th Ave Ne,Seattle,WA"
2278,19847,2016,NonResidential,Store,EAST BLDG N,4,NORTHEAST,1956,1.0,2.0,25862,0,25862,"OTHER, RETAIL STORE",Retail Store,25562.0,20.0,185.6999969,184.3000031,371.6,367.2,4801472.0,4765879.0,0.0,640540.125,2185523.0,26159.49023,2615949.0,154.17,5.96,False,Compliant,98105.0,47.662459999999996,-122.29898,2660 NE University Village Street,Seattle,WA,D,"2660 NE University Village Street,Seattle,WA"
667,19848,2015,NonResidential,Store,UNIVERSITY VILLAGE EAST BLDG S,4,NORTHEAST,2003,1.0,2.0,49965,0,49965,"OTHER, RETAIL STORE",Retail Store,47465.0,80.0,69.4,68.2,213.2,209.5,3466461.0,3406767.0,0.0,983624.0,3356264.0,1103.0,110336.0,29.26,0.3,No,Compliant,18383.0,47.662459999999996,-122.29717129,2623 NE UNIVERSITY VILLAGE ST,SEATTLE,WA,A,"2623 NE UNIVERSITY VILLAGE ST,SEATTLE,WA"
2279,19848,2016,NonResidential,Store,EAST BLDG S,4,NORTHEAST,2003,1.0,2.0,49965,0,49965,"OTHER, RETAIL STORE",Retail Store,47465.0,82.0,67.59999847,68.5,206.8,207.8,3377209.75,3424428.0,0.0,951698.8125,3247196.0,1300.129883,130013.0,29.54,0.59,False,Compliant,98105.0,47.662459999999996,-122.29898,2690 NE University Village Street,Seattle,WA,A+,"2690 NE University Village Street,Seattle,WA"
668,19853,2015,NonResidential,Office,HARTFORD BUILDING,7,DOWNTOWN,1929,1.0,2.0,20028,0,20028,OFFICE,Office,20028.0,95.0,27.6,32.3,65.7,71.3,552583.0,647030.0,216792.0,98415.0,335805.0,0.0,0.0,19.07,0.88,No,Compliant,18379.0,47.6026,-122.33231354,600 2ND AVE,SEATTLE,WA,A+,"600 2ND AVE,SEATTLE,WA"
2280,19853,2016,NonResidential,Office,Hartford Building,7,DOWNTOWN,1929,1.0,2.0,20028,0,20028,OFFICE,Office,20028.0,95.0,25.60000038,27.5,65.6,67.9,511797.4063,550668.125,151742.5,105526.1016,360055.0,0.0,0.0,14.22,0.71,False,Compliant,98104.0,47.6026,-122.33232,600 2nd Ave,Seattle,WA,A+,"600 2nd Ave,Seattle,WA"
669,19855,2015,NonResidential,Office,LOWMAN AND HANFORD BUILDING,7,DOWNTOWN,1900,1.0,7.0,23622,0,23622,"OFFICE, RESTAURANT",Office,26195.0,85.0,39.3,39.3,119.7,119.7,1118346.0,1118346.0,0.0,313424.0,1069446.0,489.0,48944.0,10.05,0.23,No,Compliant,18379.0,47.602470000000004,-122.3337326,616 1ST AVE,SEATTLE,WA,A+,"616 1ST AVE,SEATTLE,WA"
2281,19855,2016,NonResidential,Office,Lowman & Hanford Building,7,DOWNTOWN,1900,1.0,7.0,23622,0,23622,"OFFICE, RESTAURANT",Office,26195.0,100.0,19.39999962,20.20000076,51.2,52.0,552007.5,575362.5,0.0,123050.5,419848.0,1321.589966,132159.0,9.95,0.42,False,Compliant,98104.0,47.602470000000004,-122.33372,616 First Avenue,Seattle,WA,A+,"616 First Avenue,Seattle,WA"
670,19856,2015,NonResidential,Office,HOWARD BUILDING,7,DOWNTOWN,1902,1.0,3.0,23563,0,23563,"OFFICE, RESTAURANT",Office,20183.0,71.0,35.8,37.3,112.3,117.0,842923.0,878094.0,0.0,247047.0,842958.0,0.0,0.0,5.88,0.1,No,Compliant,18379.0,47.60237,-122.33388501,614 1ST AVE,SEATTLE,WA,A,"614 1ST AVE,SEATTLE,WA"
2282,19856,2016,NonResidential,Office,Howard Building,7,DOWNTOWN,1902,1.0,3.0,23563,0,23563,"OFFICE, RESTAURANT",Office,20183.0,67.0,37.5,37.5,117.7,117.7,883197.6875,883197.6875,0.0,258850.4063,883198.0,0.0,0.0,6.16,0.26,False,Compliant,98104.0,47.60237,-122.33365,614 First Avenue,Seattle,WA,A,"614 First Avenue,Seattle,WA"
671,19857,2015,NonResidential,Store,110 CHERRY BUILDING,7,DOWNTOWN,1903,1.0,3.0,28600,0,28600,"OFFICE, RESTAURANT, RETAIL STORE",Office,12000.0,,39.2,39.2,100.8,100.8,1020039.0,1020039.0,0.0,217422.0,741875.0,2782.0,278195.0,19.95,0.59,No,Compliant,18379.0,47.60284,-122.33408356,110 CHERRY ST,SEATTLE,WA,NC,"110 CHERRY ST,SEATTLE,WA"
2283,19857,2016,NonResidential,Store,Good Arts Building,7,DOWNTOWN,1903,1.0,3.0,28600,0,28600,"OFFICE, RESTAURANT, RETAIL STORE",Office,12000.0,,40.90000153,44.90000153,99.0,103.2,1062722.625,1167559.75,0.0,204504.2969,697769.0,3649.539795,364954.0,24.25,0.85,False,Compliant,98104.0,47.60284,-122.33407,110 Cherry Street,Seattle,WA,NC,"110 Cherry Street,Seattle,WA"
672,19858,2015,NonResidential,Store,MARION 823,7,DOWNTOWN,1978,1.0,2.0,38539,12379,26160,"OFFICE, PARKING, RETAIL STORE",Retail Store,15549.0,50.0,88.2,90.8,277.0,285.2,2307938.0,2376244.0,0.0,676418.0,2308034.0,0.0,0.0,16.09,0.16,Yes,Compliant,18379.0,47.60427,-122.33374327,818 2ND AVE,SEATTLE,WA,B,"818 2ND AVE,SEATTLE,WA"
2284,19858,2016,NonResidential,Store,Marion 823,7,DOWNTOWN,1978,1.0,2.0,38539,12379,26160,"OFFICE, PARKING, RETAIL STORE",Retail Store,15549.0,55.0,83.59999847,86.0,262.4,270.0,2186018.5,2249630.25,0.0,640685.3125,2186018.0,0.0,0.0,15.24,0.4,False,Compliant,98104.0,47.60427,-122.33385,823 3rd Avenue,Seattle,WA,B,"823 3rd Avenue,Seattle,WA"
673,19860,2015,NonResidential,Office,MARION 814 BUILDING,7,DOWNTOWN,1906,1.0,5.0,26840,0,26840,OFFICE,Office,29040.0,24.0,69.1,68.1,217.0,213.9,2006626.0,1978676.0,0.0,588109.0,2006710.0,0.0,0.0,13.99,0.2,No,Compliant,18379.0,47.60427,-122.33374327,818 2ND AVE,SEATTLE,WA,C,"818 2ND AVE,SEATTLE,WA"
2285,19860,2016,NonResidential,Office,Marion 814,7,DOWNTOWN,1906,1.0,5.0,26840,0,26840,OFFICE,Office,29040.0,24.0,68.5,68.80000305,215.1,216.0,1989287.0,1997288.75,0.0,583026.625,1989287.0,0.0,0.0,13.87,0.52,False,Compliant,98104.0,47.60427,-122.33385,814 2nd Avenue,Seattle,WA,C,"814 2nd Avenue,Seattle,WA"
674,19861,2015,NonResidential,Store,MARION BUILDING 804,7,DOWNTOWN,1906,1.0,2.0,46800,0,46800,"OFFICE, RETAIL STORE",Retail Store,36019.0,54.0,44.6,44.6,140.1,140.1,2087998.0,2087998.0,0.0,611957.0,2088085.0,0.0,0.0,14.56,0.12,Yes,Compliant,18379.0,47.60427,-122.33374327,818 2ND AVE,SEATTLE,WA,B,"818 2ND AVE,SEATTLE,WA"
2286,19861,2016,NonResidential,Store,Marion 804,7,DOWNTOWN,1906,1.0,2.0,46800,0,46800,"OFFICE, RETAIL STORE",Retail Store,36019.0,86.0,26.60000038,26.60000038,83.5,83.5,1245187.5,1245187.5,0.0,364943.5,1245187.0,0.0,0.0,8.68,0.19,False,Compliant,98104.0,47.60427,-122.33385,804 2nd Avenue,Seattle,WA,A+,"804 2nd Avenue,Seattle,WA"
675,19862,2015,NonResidential,Office,SEATTLE METROPOLITAN CREDIT UNION,7,DOWNTOWN,1979,1.0,3.0,63990,26640,37350,"OFFICE, PARKING",Office,39000.0,31.0,64.4,71.3,202.2,223.7,2513155.0,2780298.0,0.0,735529.0,2509730.0,35.0,3529.0,17.68,0.11,No,Compliant,18379.0,47.60431,-122.33330945,801 3RD AVE,SEATTLE,WA,C,"801 3RD AVE,SEATTLE,WA"
2287,19862,2016,NonResidential,Office,Marion 801,7,DOWNTOWN,1979,1.0,3.0,63990,26640,37350,"OFFICE, PARKING",Office,39000.0,51.0,53.0,53.0,166.2,166.2,2067352.5,2067352.5,0.0,604519.375,2062620.0,47.32000351,4732.0,14.63,0.23,False,Compliant,98104.0,47.60431,-122.33335,801 Third Ave.,Seattle,WA,B,"801 Third Ave.,Seattle,WA"
